Date,Family,Family ID,Tile Number,Recruit,Single/Clump,Survival,Area,Color,Orientation,Early Missing,Other Notes,"Large, juvenile? "
June,BKxBK,1,88,1.88.29,C,1,2.685,6,,,,
October,BKxBK,1,88,1.88.29,C,0,NA,0,,,,
March,BKxBK,1,88,1.88.45,S,1,0.758,5,,,,
June,BKxBK,1,88,1.88.45,S,0,NA,0,,,,
October,BKxBK,1,88,1.88.45,S,0,NA,0,,,,
March,BKxBK,1,88,1.88.81,S,1,1.22,6,,,,
June,BKxBK,1,88,1.88.81,S,0,NA,0,,,,
October,BKxBK,1,88,1.88.81,S,0,NA,0,,,,
March,BKxBK,1,89,1.89.5,C,1,,,,,,
June,BKxBK,1,89,1.89.5,C,0,,,,,,
October,BKxBK,1,89,1.89.5,C,0,,,,,,
March,BKxBK,1,89,1.89.8,S,1,NA,NA,,Y,,
June,BKxBK,1,89,1.89.8,S,1,2.122,6,,,,
October,BKxBK,1,89,1.89.8,S,0,NA,0,,,,
March,BKxBK,1,90,1.90.41,S,1,NA,NA,Front,,,
June,BKxBK,1,90,1.90.41,S,1,2.573,4,Back,,,
October,BKxBK,1,90,1.90.41,S,0,NA,0,,,,
March,BKxBK,1,92,1.92.10,S,1,,,,,,
June,BKxBK,1,92,1.92.10,S,0,,,,,,
October,BKxBK,1,92,1.92.10,S,0,,,,,,
March,BKxBK,1,92,1.92.11,S,1,1.794,6,,,,
June,BKxBK,1,92,1.92.11,S,0,,,,,,
October,BKxBK,1,92,1.92.11,S,0,,,,,,
March,BKxBK,1,92,1.92.12,S,1,NA,NA,,Y,,Y
June,BKxBK,1,92,1.92.12,S,1,NA,NA,,Y,,Y
October,BKxBK,1,92,1.92.12,S,1,4.801,6,,,,Y
March,BKxBK,1,92,1.92.13,S,1,NA,NA,,Y,,
June,BKxBK,1,92,1.92.13,S,1,NA,NA,,Y,,
October,BKxBK,1,92,1.92.13,S,1,1.799,6,,,,
March,BKxBK,1,94,1.94.27,S,1,NA,NA,,Y,,
June,BKxBK,1,94,1.94.27,S,1,NA,NA,,Y,,
October,BKxBK,1,94,1.94.27,S,1,4.66,5,,,,
March,BKxBK,1,96,1.96.1,S,1,NA,NA,,Y,,
June,BKxBK,1,96,1.96.1,S,1,NA,NA,,Y,,
October,BKxBK,1,96,1.96.1,S,1,2.081,6,,,,
March,BKxBK,1,97,1.97.50,S,1,NA,NA,,Y,,
June,BKxBK,1,97,1.97.50,S,1,NA,NA,,,Cannot find in photo,
October,BKxBK,1,97,1.97.50,S,0,NA,0,,,,
March,DRxDR,10,10,10.10.76,S,1,NA,NA,,Y,,
June,DRxDR,10,10,10.10.76,S,1,NA,NA,,Y,,
October,DRxDR,10,10,10.10.76,S,1,2.145,6,,,,
March,DRxDR,10,103,10.103.14,S,1,NA,NA,,Y,,
June,DRxDR,10,103,10.103.14,S,1,NA,NA,,Y,Cannot find in photo,
October,DRxDR,10,103,10.103.14,S,0,NA,0,,,,
March,DRxDR,10,103,10.103.2,S,1,0.823,5,,,,
June,DRxDR,10,103,10.103.2,S,0,,,,,,
October,DRxDR,10,103,10.103.2,S,0,,,,,,
March,DRxDR,10,103,10.103.3,C,1,,,,,,
June,DRxDR,10,103,10.103.3,C,0,,,,,,
October,DRxDR,10,103,10.103.3,C,0,,,,,,
March,DRxDR,10,103,10.103.8,C,1,,,,,,
June,DRxDR,10,103,10.103.8,C,0,,,,,,
October,DRxDR,10,103,10.103.8,C,0,,,,,,
March,DRxDR,10,114,10.114.1,S,1,NA,NA,,Y,,
June,DRxDR,10,114,10.114.1,S,1,1.465,5,,,,
October,DRxDR,10,114,10.114.1,S,0,NA,0,,,,
March,DRxDR,10,115,10.115.4,S,1,1.914,4,,,,
June,DRxDR,10,115,10.115.4,S,1,NA,NA,,,,
October,DRxDR,10,115,10.115.4,S,1,4.946,6,,,,
March,DRxDR,10,117,10.117.2,S,1,,,,,,
June,DRxDR,10,117,10.117.2,S,1,1.638,6,,,,
October,DRxDR,10,117,10.117.2,S,D,0.788,2,,,,
March,DRxDR,10,118,10.118.5,S,1,NA,NA,Front,,,
June,DRxDR,10,118,10.118.5,S,1,2.157,6,Back,,,
October,DRxDR,10,118,10.118.5,S,1,2.004,6,Back,,,
March,DRxDR,10,12,10.12.6,S,1,1.16,5,,,,
June,DRxDR,10,12,10.12.6,S,0,NA,0,,,,
October,DRxDR,10,12,10.12.6,S,0,NA,0,,,,
March,DRxDR,10,122,10.122.6,S,1,1.841,4,,,,
June,DRxDR,10,122,10.122.6,S,1,3.42,2,,,,
October,DRxDR,10,122,10.122.6,S,0,NA,0,,,,
March,DRxDR,10,125,10.125.2,S,1,NA,NA,,Y,,
June,DRxDR,10,125,10.125.2,S,1,1.318,4,,,,
October,DRxDR,10,125,10.125.2,S,0,NA,0,,,,
March,DRxDR,10,125,10.125.3,S,1,NA,NA,,Y,,
June,DRxDR,10,125,10.125.3,S,1,NA,NA,,Y,,
October,DRxDR,10,125,10.125.3,S,1,2.198,6,,,,
March,DRxDR,10,126,10.126.2,S,1,1.485,5,,,,
June,DRxDR,10,126,10.126.2,S,0,NA,0,,,,
October,DRxDR,10,126,10.126.2,S,0,NA,0,,,,
March,DRxDR,10,128,10.128.16,S,1,NA,NA,,Y,,
June,DRxDR,10,128,10.128.16,S,1,NA,NA,,Y,,
October,DRxDR,10,128,10.128.16,S,1,NA,NA,,Y,Cannot find in photo,
March,DRxDR,10,129,10.129.9,S,1,NA,NA,,,,
June,DRxDR,10,129,10.129.9,S,1,NA,NA,,,Cannot find in photo,
October,DRxDR,10,129,10.129.9,S,0,NA,0,,,,
March,DRxDR,10,13,10.13.16,S,1,NA,NA,Front,,,
June,DRxDR,10,13,10.13.16,S,1,NA,NA,Front,,,
October,DRxDR,10,13,10.13.16,S,1,3.462,2,Back,,,
March,DRxDR,10,130,10.130.1,S,1,NA,NA,Front,,,
June,DRxDR,10,130,10.130.1,S,1,NA,NA,Front,,,
October,DRxDR,10,130,10.130.1,S,1,3.086,6,Back,,,
March,DRxDR,10,132,10.132.6,S,1,1.244,6,,,,
June,DRxDR,10,132,10.132.6,S,1,NA,NA,,Y,,
October,DRxDR,10,132,10.132.6,S,1,3.165,6,,,,
March,DRxDR,10,20,10.20.24,S,1,NA,NA,,Y,,
June,DRxDR,10,20,10.20.24,S,1,1.797,6,,,,
October,DRxDR,10,20,10.20.24,S,0,NA,0,,,,
March,DRxDR,10,20,10.20.4,C,1,,,,,,
June,DRxDR,10,20,10.20.4,C,0,NA,0,,,,
October,DRxDR,10,20,10.20.4,C,0,NA,0,,,,
March,DRxDR,10,21,10.21.20,S,1,1.679,6,,,,
June,DRxDR,10,21,10.21.20,S,0,NA,0,,,,
October,DRxDR,10,21,10.21.20,S,0,NA,0,,,,
March,DRxDR,10,27,10.27.1,S,1,NA,NA,,Y,,
June,DRxDR,10,27,10.27.1,S,1,NA,NA,,Y,,
October,DRxDR,10,27,10.27.1,S,0,NA,NA,,,,
March,DRxDR,10,28,10.28.8,S,1,1.229,5,,,,
June,DRxDR,10,28,10.28.8,S,0,NA,0,,,,
October,DRxDR,10,28,10.28.8,S,0,NA,0,,,,
March,DRxDR,10,29,10.29.3,S,1,NA,NA,Front,,,
June,DRxDR,10,29,10.29.3,S,1,NA,NA,Back,,,
October,DRxDR,10,29,10.29.3,S,0,NA,0,,,,
March,DRxDR,10,3,10.3.12,S,1,NA,NA,,Y,,
June,DRxDR,10,3,10.3.12,S,1,NA,NA,,Y,,
October,DRxDR,10,3,10.3.12,S,1,3.061,2,,,,
March,DRxDR,10,3,10.3.13,S,1,NA,NA,Front,,,
June,DRxDR,10,3,10.3.13,S,1,NA,NA,Front,,,
October,DRxDR,10,3,10.3.13,S,1,3.26,6,Back,,,
March,DRxDR,10,3,10.3.3,S,1,0.881,5,,,,
June,DRxDR,10,3,10.3.3,S,0,NA,0,,,,
October,DRxDR,10,3,10.3.3,S,0,NA,0,,,,
March,DRxDR,10,31,10.31.2,C,1,3.096,6,,,,
June,DRxDR,10,31,10.31.2,C,0,NA,0,,,,
October,DRxDR,10,31,10.31.2,C,0,NA,0,,,,
March,DRxDR,10,31,10.31.3,C,1,4.701,6,,,,
June,DRxDR,10,31,10.31.3,C,0,NA,0,,,,
October,DRxDR,10,31,10.31.3,C,0,NA,0,,,,
March,DRxDR,10,36,10.36.19,S,1,1.595,6,,,,
June,DRxDR,10,36,10.36.19,S,0,NA,0,,,,
October,DRxDR,10,36,10.36.19,S,0,NA,0,,,,
March,DRxDR,10,38,10.38.15,C,1,,,,,,
June,DRxDR,10,38,10.38.15,C,0,,,,,,
October,DRxDR,10,38,10.38.15,C,0,,,,,,
March,DRxDR,10,38,10.38.17,C,1,,,,,,
June,DRxDR,10,38,10.38.17,C,0,,,,,,
October,DRxDR,10,38,10.38.17,C,0,,,,,,
March,DRxDR,10,38,10.38.3,S,1,1.297,5,,,,
June,DRxDR,10,38,10.38.3,S,0,NA,0,,,,
October,DRxDR,10,38,10.38.3,S,0,NA,0,,,,
March,DRxDR,10,38,10.38.5,S,1,1.643,5,,,,
June,DRxDR,10,38,10.38.5,S,0,NA,0,,,,
October,DRxDR,10,38,10.38.5,S,0,NA,0,,,,
March,DRxDR,10,38,10.38.6,C,1,,,,,,
June,DRxDR,10,38,10.38.6,C,0,,,,,,
October,DRxDR,10,38,10.38.6,C,0,,,,,,
March,DRxDR,10,39,10.39.51,C,1,,,,,,
June,DRxDR,10,39,10.39.51,C,0,,,,,,
October,DRxDR,10,39,10.39.51,C,0,,,,,,
March,DRxDR,10,39,10.39.63,C,1,,,,,,
June,DRxDR,10,39,10.39.63,C,0,,,,,,
October,DRxDR,10,39,10.39.63,C,0,,,,,,
March,DRxDR,10,39,10.39.86,C,1,,,,,,
June,DRxDR,10,39,10.39.86,C,0,,,,,,
October,DRxDR,10,39,10.39.86,C,0,,,,,,
March,DRxDR,10,40,10.40.22,S,1,2.295,5,,,,
June,DRxDR,10,40,10.40.22,S,0,,,,,,
October,DRxDR,10,40,10.40.22,S,0,,,,,,
March,DRxDR,10,40,10.40.33,S,1,NA,NA,Front,Y,,
June,DRxDR,10,40,10.40.33,S,1,NA,NA,Back,,,
October,DRxDR,10,40,10.40.33,S,1,3.208,4,Front,,,
March,DRxDR,10,42,10.42.9,S,1,NA,NA,,Y,,
June,DRxDR,10,42,10.42.9,S,D,1.261,1,,,,
October,DRxDR,10,42,10.42.9,S,0,NA,0,,,,
March,DRxDR,10,43,10.43.2,C,1,,,,,,
June,DRxDR,10,43,10.43.2,C,0,,,,,,
October,DRxDR,10,43,10.43.2,C,0,,,,,,
March,DRxDR,10,44,10.44.9,S,1,1.098,6,,,,
June,DRxDR,10,44,10.44.9,S,0,NA,0,,,,
October,DRxDR,10,44,10.44.9,S,0,NA,0,,,,
March,DRxDR,10,45,10.45.10,C,1,,,,,,
June,DRxDR,10,45,10.45.10,C,0,,,,,,
October,DRxDR,10,45,10.45.10,C,0,,,,,,
March,DRxDR,10,45,10.45.11,S,1,1.242,5,,,,
June,DRxDR,10,45,10.45.11,S,0,NA,0,,,,
October,DRxDR,10,45,10.45.11,S,0,NA,0,,,,
March,DRxDR,10,45,10.45.12,C,1,,,,,,
June,DRxDR,10,45,10.45.12,C,0,,,,,,
October,DRxDR,10,45,10.45.12,C,0,,,,,,
March,DRxDR,10,45,10.45.13,C,1,,,,,,
June,DRxDR,10,45,10.45.13,C,0,,,,,,
October,DRxDR,10,45,10.45.13,C,0,,,,,,
March,DRxDR,10,45,10.45.16,C,1,,,,,,
June,DRxDR,10,45,10.45.16,C,0,,,,,,
October,DRxDR,10,45,10.45.16,C,0,,,,,,
March,DRxDR,10,45,10.45.20,C,1,,,,,,
June,DRxDR,10,45,10.45.20,C,0,,,,,,
October,DRxDR,10,45,10.45.20,C,0,,,,,,
March,DRxDR,10,45,10.45.4,C,1,,,,,,
June,DRxDR,10,45,10.45.4,C,0,,,,,,
October,DRxDR,10,45,10.45.4,C,0,,,,,,
March,DRxDR,10,45,10.45.5,C,1,,,,,,
June,DRxDR,10,45,10.45.5,C,0,,,,,,
October,DRxDR,10,45,10.45.5,C,0,,,,,,
March,DRxDR,10,45,10.45.7,C,1,,,,,,
June,DRxDR,10,45,10.45.7,C,0,,,,,,
October,DRxDR,10,45,10.45.7,C,0,,,,,,
March,DRxDR,10,45,10.45.8,C,1,,,,,,
June,DRxDR,10,45,10.45.8,C,0,,,,,,
October,DRxDR,10,45,10.45.8,C,0,,,,,,
March,DRxDR,10,47,10.47.22,S,1,,,,,,
June,DRxDR,10,47,10.47.22,S,0,,,,,,
October,DRxDR,10,47,10.47.22,S,0,,,,,,
March,DRxDR,10,47,10.47.23,C,1,,,,,,
June,DRxDR,10,47,10.47.23,C,0,,,,,,
October,DRxDR,10,47,10.47.23,C,0,,,,,,
March,DRxDR,10,47,10.47.24,C,1,,,,,,
June,DRxDR,10,47,10.47.24,C,0,,,,,,
October,DRxDR,10,47,10.47.24,C,0,,,,,,
March,DRxDR,10,47,10.47.71,C,1,,,,,,
June,DRxDR,10,47,10.47.71,C,0,,,,,,
October,DRxDR,10,47,10.47.71,C,0,,,,,,
March,DRxDR,10,47,10.47.73,C,1,,,,,,
June,DRxDR,10,47,10.47.73,C,0,,,,,,
October,DRxDR,10,47,10.47.73,C,0,,,,,,
March,DRxDR,10,47,10.47.74,C,1,,,,,,
June,DRxDR,10,47,10.47.74,C,0,,,,,,
October,DRxDR,10,47,10.47.74,C,0,,,,,,
March,DRxDR,10,47,10.47.75,S,1,1.182,5,,,,
June,DRxDR,10,47,10.47.75,S,0,NA,0,,,,
October,DRxDR,10,47,10.47.75,S,0,NA,0,,,,
March,DRxDR,10,47,10.47.76,C,1,,,,,,
June,DRxDR,10,47,10.47.76,C,0,,,,,,
October,DRxDR,10,47,10.47.76,C,0,,,,,,
March,DRxDR,10,47,10.47.77,C,1,,,,,,
June,DRxDR,10,47,10.47.77,C,0,,,,,,
October,DRxDR,10,47,10.47.77,C,0,,,,,,
March,DRxDR,10,47,10.47.78,C,1,,,,,,
June,DRxDR,10,47,10.47.78,C,0,,,,,,
October,DRxDR,10,47,10.47.78,C,0,,,,,,
March,DRxDR,10,47,10.47.79,C,1,,,,,,
June,DRxDR,10,47,10.47.79,C,0,,,,,,
October,DRxDR,10,47,10.47.79,C,0,,,,,,
March,DRxDR,10,47,10.47.80,S,1,1.264,5,,,,
June,DRxDR,10,47,10.47.80,S,0,NA,0,,,,
October,DRxDR,10,47,10.47.80,S,0,NA,0,,,,
March,DRxDR,10,48,10.48.114,C,1,,,,,,
June,DRxDR,10,48,10.48.114,C,0,,,,,,
October,DRxDR,10,48,10.48.114,C,0,,,,,,
March,DRxDR,10,48,10.48.37,C,1,,,,,,
June,DRxDR,10,48,10.48.37,C,0,,,,,,
October,DRxDR,10,48,10.48.37,C,0,,,,,,
March,DRxDR,10,48,10.48.68,C,1,,,,,,
June,DRxDR,10,48,10.48.68,C,0,,,,,,
October,DRxDR,10,48,10.48.68,C,0,,,,,,
March,DRxDR,10,48,10.48.70,C,1,,,,,,
June,DRxDR,10,48,10.48.70,C,0,,,,,,
October,DRxDR,10,48,10.48.70,C,0,,,,,,
March,DRxDR,10,48,10.48.71,C,1,,,,,,
June,DRxDR,10,48,10.48.71,C,0,,,,,,
October,DRxDR,10,48,10.48.71,C,0,,,,,,
March,DRxDR,10,48,10.48.72,C,1,,,,,,
June,DRxDR,10,48,10.48.72,C,0,,,,,,
October,DRxDR,10,48,10.48.72,C,0,,,,,,
March,DRxDR,10,48,10.48.73,S,1,1.091,6,,,,
June,DRxDR,10,48,10.48.73,S,0,NA,0,,,,
October,DRxDR,10,48,10.48.73,S,0,NA,0,,,,
March,DRxDR,10,48,10.48.74,C,1,,,,,,
June,DRxDR,10,48,10.48.74,C,0,,,,,,
October,DRxDR,10,48,10.48.74,C,0,,,,,,
March,DRxDR,10,48,10.48.78,C,1,,,,,,
June,DRxDR,10,48,10.48.78,C,0,,,,,,
October,DRxDR,10,48,10.48.78,C,0,,,,,,
March,DRxDR,10,48,10.48.85,C,1,,,,,,
June,DRxDR,10,48,10.48.85,C,0,,,,,,
October,DRxDR,10,48,10.48.85,C,0,,,,,,
March,DRxDR,10,48,10.48.86,C,1,,,,,,
June,DRxDR,10,48,10.48.86,C,0,,,,,,
October,DRxDR,10,48,10.48.86,C,0,,,,,,
March,DRxDR,10,48,10.48.87,C,1,,,,,,
June,DRxDR,10,48,10.48.87,C,0,,,,,,
October,DRxDR,10,48,10.48.87,C,0,,,,,,
March,DRxDR,10,48,10.48.88,C,1,,,,,,
June,DRxDR,10,48,10.48.88,C,0,,,,,,
October,DRxDR,10,48,10.48.88,C,0,,,,,,
March,DRxDR,10,48,10.48.89,S,1,1.727,6,,,,
June,DRxDR,10,48,10.48.89,S,0,NA,0,,,,
October,DRxDR,10,48,10.48.89,S,0,NA,0,,,,
March,DRxDR,10,48,10.48.90,S,1,,,,,,
June,DRxDR,10,48,10.48.90,S,0,,,,,,
October,DRxDR,10,48,10.48.90,S,0,,,,,,
March,DRxDR,10,48,10.48.95,S,1,,,,,,
June,DRxDR,10,48,10.48.95,S,0,,,,,,
October,DRxDR,10,48,10.48.95,S,0,,,,,,
March,DRxDR,10,48,10.48.96,C,1,,,,,,
June,DRxDR,10,48,10.48.96,C,0,,,,,,
October,DRxDR,10,48,10.48.96,C,0,,,,,,
March,DRxDR,10,59,10.59.39,S,1,NA,NA,Front,,,
June,DRxDR,10,59,10.59.39,S,1,NA,NA,Back,,Cannot find in photo,
October,DRxDR,10,59,10.59.39,S,0,NA,0,,,,
March,DRxDR,10,61,10.61.37,S,1,NA,NA,,Y,,
June,DRxDR,10,61,10.61.37,S,1,1.785,6,,,,
October,DRxDR,10,61,10.61.37,S,0,NA,0,,,,
March,DRxDR,10,62,10.62.10,S,1,,,,,,
June,DRxDR,10,62,10.62.10,S,0,,,,,,
October,DRxDR,10,62,10.62.10,S,0,,,,,,
March,DRxDR,10,62,10.62.11,S,1,,,,,,
June,DRxDR,10,62,10.62.11,S,0,,,,,,
October,DRxDR,10,62,10.62.11,S,0,,,,,,
March,DRxDR,10,62,10.62.12,S,1,0.929,6,,,,
June,DRxDR,10,62,10.62.12,S,0,NA,0,,,,
October,DRxDR,10,62,10.62.12,S,0,NA,0,,,,
March,DRxDR,10,62,10.62.18,S,1,,,,,,
June,DRxDR,10,62,10.62.18,S,0,,,,,,
October,DRxDR,10,62,10.62.18,S,0,,,,,,
March,DRxDR,10,62,10.62.3,S,1,0.642,6,,,,
June,DRxDR,10,62,10.62.3,S,0,NA,0,,,,
October,DRxDR,10,62,10.62.3,S,0,NA,0,,,,
March,DRxDR,10,62,10.62.4,S,1,,,,,,
June,DRxDR,10,62,10.62.4,S,0,,,,,,
October,DRxDR,10,62,10.62.4,S,0,,,,,,
March,DRxDR,10,62,10.62.9,S,1,0.513,5,,,,
June,DRxDR,10,62,10.62.9,S,0,NA,0,,,,
October,DRxDR,10,62,10.62.9,S,0,NA,0,,,,
March,DRxDR,10,63,10.63.15,C,1,,,,,,
June,DRxDR,10,63,10.63.15,C,0,,,,,,
October,DRxDR,10,63,10.63.15,C,0,,,,,,
March,DRxDR,10,63,10.63.20,S,1,1.334,5,,,,
June,DRxDR,10,63,10.63.20,S,0,NA,0,,,,
October,DRxDR,10,63,10.63.20,S,0,NA,0,,,,
March,DRxDR,10,63,10.63.22,C,1,,,,,,
June,DRxDR,10,63,10.63.22,C,0,,,,,,
October,DRxDR,10,63,10.63.22,C,0,,,,,,
March,DRxDR,10,64,10.64.16,C,1,,,,,,
June,DRxDR,10,64,10.64.16,C,0,,,,,,
October,DRxDR,10,64,10.64.16,C,0,,,,,,
March,DRxDR,10,67,10.67.13,C,1,,,,,,
June,DRxDR,10,67,10.67.13,C,0,,,,,,
October,DRxDR,10,67,10.67.13,C,0,,,,,,
March,DRxDR,10,67,10.67.21,C,1,,,,,,
June,DRxDR,10,67,10.67.21,C,0,,,,,,
October,DRxDR,10,67,10.67.21,C,0,,,,,,
March,DRxDR,10,68,10.68.2,S,1,0.64,5,,,,
June,DRxDR,10,68,10.68.2,S,0,NA,0,,,,
October,DRxDR,10,68,10.68.2,S,0,NA,0,,,,
March,DRxDR,10,68,10.68.6,S,1,NA,NA,Front,,,
June,DRxDR,10,68,10.68.6,S,1,3.452,2,Back,,,
October,DRxDR,10,68,10.68.6,S,0,NA,0,,,,
March,DRxDR,10,69,10.69.105,S,1,1.537,5,,,,
June,DRxDR,10,69,10.69.105,S,0,NA,0,,,,
October,DRxDR,10,69,10.69.105,S,0,NA,0,,,,
March,DRxDR,10,73,10.73.1,S,1,NA,NA,Front,,,
June,DRxDR,10,73,10.73.1,S,1,NA,NA,Front,,,
October,DRxDR,10,73,10.73.1,S,1,2.047,6,Back,,,
March,DRxDR,10,77,10.77.3,S,1,0.599,5,,,,
June,DRxDR,10,77,10.77.3,S,0,NA,0,,,,
October,DRxDR,10,77,10.77.3,S,0,NA,0,,,,
March,DRxDR,10,8,10.8.5,S,1,1.32,6,,,,
June,DRxDR,10,8,10.8.5,S,0,NA,0,,,,
October,DRxDR,10,8,10.8.5,S,0,NA,0,,,,
March,DRxDR,10,80,10.80.1,S,1,NA,NA,,,,
June,DRxDR,10,80,10.80.1,S,1,NA,NA,,,,
October,DRxDR,10,80,10.80.1,S,D,1.535,1,,,,
March,DRxDR,10,85,10.85.1,S,1,NA,NA,Front,,,
June,DRxDR,10,85,10.85.1,S,1,NA,NA,Front,,,
October,DRxDR,10,85,10.85.1,S,1,3.816,6,Back,,,
March,DRxDR,10,86,10.86.39,C,1,,,,,,
June,DRxDR,10,86,10.86.39,C,0,,,,,,
October,DRxDR,10,86,10.86.39,C,0,,,,,,
March,DRxDR,10,86,10.86.41,S,1,1.124,6,,,,
June,DRxDR,10,86,10.86.41,S,0,NA,0,,,,
October,DRxDR,10,86,10.86.41,S,0,NA,0,,,,
March,DRxDR,10,86,10.86.52,S,1,1.002,6,,,,
June,DRxDR,10,86,10.86.52,S,0,NA,0,,,,
October,DRxDR,10,86,10.86.52,S,0,NA,0,,,,
March,DRxDR,10,87,10.87.55,C,1,1.011,6,,,,
June,DRxDR,10,87,10.87.55,C,1,NA,NA,,Y,,
October,DRxDR,10,87,10.87.55,C,1,3.554,6,,,,
March,DRxDR,10,89,10.89.1,S,1,1.193,6,,,,
June,DRxDR,10,89,10.89.1,S,0,NA,0,,,,
October,DRxDR,10,89,10.89.1,S,0,NA,0,,,,
March,DRxDR,10,89,10.89.10,S,1,,,,,,
June,DRxDR,10,89,10.89.10,S,0,,,,,,
October,DRxDR,10,89,10.89.10,S,0,,,,,,
March,DRxDR,10,89,10.89.21,S,1,0.726,5,,,,
June,DRxDR,10,89,10.89.21,S,0,NA,0,,,,
October,DRxDR,10,89,10.89.21,S,0,NA,0,,,,
March,DRxDR,10,89,10.89.22,S,1,1.156,5,,,,
June,DRxDR,10,89,10.89.22,S,0,NA,0,,,,
October,DRxDR,10,89,10.89.22,S,0,NA,0,,,,
March,DRxDR,10,89,10.89.23,S,1,,,,,,
June,DRxDR,10,89,10.89.23,S,0,,,,,,
October,DRxDR,10,89,10.89.23,S,0,,,,,,
March,DRxDR,10,89,10.89.24,S,1,,,,,,
June,DRxDR,10,89,10.89.24,S,0,,,,,,
October,DRxDR,10,89,10.89.24,S,0,,,,,,
March,DRxDR,10,9,10.9.1,S,1,NA,NA,,Y,,
June,DRxDR,10,9,10.9.1,S,1,3.849,6,,,,
October,DRxDR,10,9,10.9.1,S,0,NA,0,,,,
March,DRxDR,10,90,10.90.1,C,1,1.803,6,,,,
June,DRxDR,10,90,10.90.1,C,0,NA,0,,,,
October,DRxDR,10,90,10.90.1,C,0,NA,0,,,,
March,DRxDR,10,90,10.90.14,S,1,NA,NA,,Y,,
June,DRxDR,10,90,10.90.14,S,1,1.653,6,,,,
October,DRxDR,10,90,10.90.14,S,0,NA,0,,,,
March,DRxDR,10,91,10.91.8,S,1,1.238,5,,,,
June,DRxDR,10,91,10.91.8,S,0,NA,0,,,,
October,DRxDR,10,91,10.91.8,S,0,NA,0,,,,
March,DRxDR,10,92,10.92.10,S,1,1.314,6,,,,
June,DRxDR,10,92,10.92.10,S,0,NA,0,,,,
October,DRxDR,10,92,10.92.10,S,0,NA,0,,,,
March,DRxDR,10,95,10.95.42,S,1,0.598,6,,,,
June,DRxDR,10,95,10.95.42,S,0,NA,0,,,,
October,DRxDR,10,95,10.95.42,S,0,NA,0,,,,
March,DRxDR,10,95,10.95.44,S,1,,,,,,
June,DRxDR,10,95,10.95.44,S,0,,,,,,
October,DRxDR,10,95,10.95.44,S,0,,,,,,
March,DRxDR,10,95,10.95.45,S,1,,,,,,
June,DRxDR,10,95,10.95.45,S,0,,,,,,
October,DRxDR,10,95,10.95.45,S,0,,,,,,
March,DRxDR,10,99,10.99.5,S,1,0.801,5,,,,
June,DRxDR,10,99,10.99.5,S,1,NA,NA,,Y,,
October,DRxDR,10,99,10.99.5,S,1,3.697,6,,,,
March,DRxSB,11,1,11.1.2,C,1,,,,,,
June,DRxSB,11,1,11.1.2,C,0,,,,,,
October,DRxSB,11,1,11.1.2,C,0,,,,,,
March,DRxSB,11,13,11.13.5,C,1,1.981,6,,,,
June,DRxSB,11,13,11.13.5,C,0,NA,0,,,,
October,DRxSB,11,13,11.13.5,C,0,NA,0,,,,
March,DRxSB,11,14,11.14.8,S,1,0.954,5,,,,
June,DRxSB,11,14,11.14.8,S,0,NA,0,,,,
October,DRxSB,11,14,11.14.8,S,0,NA,0,,,,
March,DRxSB,11,15,11.15.4,S,1,1.487,4,,,,
June,DRxSB,11,15,11.15.4,S,0,NA,0,,,,
October,DRxSB,11,15,11.15.4,S,0,NA,0,,,,
March,DRxSB,11,17,11.17.2,S,1,1.717,5,,,,
June,DRxSB,11,17,11.17.2,S,0,NA,0,,,,
October,DRxSB,11,17,11.17.2,S,0,NA,0,,,,
March,DRxSB,11,17,11.17.3,S,1,0.978,6,,,,
June,DRxSB,11,17,11.17.3,S,0,NA,0,,,,
October,DRxSB,11,17,11.17.3,S,0,NA,0,,,,
March,DRxSB,11,18,11.18.11,S,1,1.738,5,,,,
June,DRxSB,11,18,11.18.11,S,0,NA,0,,,,
October,DRxSB,11,18,11.18.11,S,0,NA,0,,,,
March,DRxSB,11,18,11.18.53,S,1,0.875,5,,,,
June,DRxSB,11,18,11.18.53,S,1,NA,NA,,Y,,
October,DRxSB,11,18,11.18.53,S,1,3.327,5,,,,
March,DRxSB,11,19,11.19.13,C,1,,,,,,
June,DRxSB,11,19,11.19.13,C,0,,,,,,
October,DRxSB,11,19,11.19.13,C,0,,,,,,
March,DRxSB,11,19,11.19.18,S,1,1.363,6,,,,
June,DRxSB,11,19,11.19.18,S,0,NA,0,,,,
October,DRxSB,11,19,11.19.18,S,0,NA,0,,,,
March,DRxSB,11,2,11.2.21,S,1,1.28,6,,,,
June,DRxSB,11,2,11.2.21,S,0,NA,0,,,,
October,DRxSB,11,2,11.2.21,S,0,NA,0,,,,
March,DRxSB,11,21,11.21.1,S,1,2.042,6,,,,
June,DRxSB,11,21,11.21.1,S,0,NA,0,,,,
October,DRxSB,11,21,11.21.1,S,0,NA,0,,,,
March,DRxSB,11,21,11.21.3,S,1,3.551,5,,,,
June,DRxSB,11,21,11.21.3,S,1,NA,NA,Front,,,
October,DRxSB,11,21,11.21.3,S,1,4.37,6,,,,
March,DRxSB,11,22,11.22.4,S,1,1.326,5,,,,
June,DRxSB,11,22,11.22.4,S,0,NA,0,,,,
October,DRxSB,11,22,11.22.4,S,0,NA,0,,,,
March,DRxSB,11,22,11.22.5,S,1,0.984,5,,,,
June,DRxSB,11,22,11.22.5,S,0,NA,0,,,,
